36 9 10
[[  4.66211244e-01  -4.30972499e-01   5.28479843e-01   1.95174218e-01
   -4.48789329e-01   2.12738799e-01   9.80465227e-01  -3.18497341e-01
   -9.54066398e-01   2.70505103e-01  -1.07483349e-01   1.78925333e-01
    3.58827384e-01   8.71713572e-02   1.66789838e-02   8.04285548e-01
   -8.18549601e-01  -3.71632584e-01   2.86185439e-02   3.20975962e-01
   -6.78061400e-02   7.43715881e-01  -8.83637832e-01  -7.89370676e-01
    9.45150666e-01  -1.53814526e-02   6.33763628e-02   1.99552368e-01
   -4.54805728e-01   7.59231771e-01  -7.24791360e-01   9.88296121e-01]
 [  9.45642822e-02  -8.81694697e-02  -7.03432941e-01   2.62678011e-01
   -5.40290112e-01  -8.75927306e-01  -9.97258838e-01   8.93412181e-01
    6.48013910e-01  -3.70675539e-01   1.98124603e-01  -5.18058458e-01
   -5.50214777e-01   3.85365933e-01  -8.39868056e-01  -4.02956046e-01
   -2.17182190e-01   2.71732657e-01  -9.32821843e-01  -6.16447279e-01
   -7.48953530e-01  -2.38566043e-01  -5.84993380e-01   4.10725980e-01
    3.59617120e-02  -6.11370212e-01  -5.41288358e-01   6.60947836e-01
    2.49595370e-01  -1.49953913e-01  -1.27782549e-01  -9.66616675e-01
   -9.99268120e-01   3.42769267e-01  -2.93035043e-01   6.98706482e-04]
 [ -5.78680218e-01   7.28675972e-01  -3.39705088e-01   7.43241995e-01
    6.99306287e-01   7.02837807e-02  -9.69329330e-02   8.96477717e-01
   -9.32196113e-01   5.79674946e-01   6.12659503e-01   6.50307355e-01
    5.55481907e-01  -5.08171229e-02   2.24825901e-01  -4.68272007e-01
   -9.09002895e-01   7.44307125e-01  -7.85521666e-01  -7.28246427e-01
   -8.10739239e-01  -5.98112358e-01  -5.28451630e-01   8.75289302e-01
    4.49696695e-01  -9.45115952e-01  -9.75914685e-01  -9.37792934e-01
   -3.86783760e-01  -2.42884917e-01   7.34460455e-01   7.81690891e-01
    9.41032485e-01   6.54832758e-01   4.94483336e-03   4.25276833e-02]
 [ -9.68277337e-01  -3.11647531e-01   7.89675062e-02   8.50952919e-01
    5.63260578e-01  -9.17497891e-01  -6.78731612e-01   7.79599643e-01
    3.79403124e-01  -3.10535472e-01   5.14593306e-01   4.21481619e-02
   -5.07442076e-01  -7.78050628e-01   3.55433346e-01   2.66347257e-01
    2.51921123e-01  -3.64581110e-01   3.55639444e-01  -2.38701414e-01
    8.51028236e-01  -8.93861065e-01   7.05771874e-01  -5.78358968e-01
    2.09701470e-01   3.85997594e-01   9.86055608e-01  -5.30443580e-01
    5.75841919e-01   3.54478292e-01  -7.37059066e-01  -8.25750282e-01
    8.78272778e-01   2.99528057e-01  -3.42117337e-01  -9.42230553e-01]
 [  6.90269548e-01  -4.74793470e-01   6.20036810e-01  -5.54928175e-03
    6.09767838e-02   6.36791051e-01   5.35225482e-01  -9.74170450e-01
    5.78879514e-01  -1.92860309e-01   6.95521410e-01   2.01471891e-01
    4.68926057e-01  -8.62074110e-01   4.73842261e-01  -4.49715979e-01
    9.85046150e-01   4.76583721e-01  -7.78532606e-01  -8.06349524e-01
   -8.52905940e-01  -5.87068628e-01  -1.04163243e-01   5.86804390e-01
    4.78608009e-01   3.85073164e-01   1.07840586e-02  -6.89976716e-01
   -2.44919083e-01  -3.38710631e-01   4.83337293e-01   8.24333281e-01
   -4.24191006e-01  -8.79351687e-01   9.82102459e-01  -9.35898763e-01]]
[[ 0.94924686  0.8096964   0.59818304 -0.55412657 -0.69471541 -0.55146467
  -0.64433663 -0.49721946 -0.74407756]
 [ 0.89398628 -0.22392124  0.66285862 -0.73322512  0.06481634 -0.09683753
  -0.72415253  0.96393035 -0.10021239]
 [ 0.83333466 -0.77799213 -0.69001267 -0.83822527  0.89388678 -0.25119506
   0.88448886  0.45951414  0.2902234 ]
 [ 0.98835701 -0.15040597 -0.43843102  0.42677962 -0.55054435 -0.85600731
  -0.58581868 -0.52175756  0.49507057]
 [ 0.23498741 -0.6694564   0.60110578 -0.61433054  0.8660422   0.7182751
  -0.07189841 -0.17376113 -0.43999277]
 [-0.65440101  0.5807466  -0.15139244 -0.01226501  0.79256061  0.58201894
   0.01781579  0.23887721 -0.81813524]
 [-0.44495306  0.17506639 -0.02057563  0.10103337 -0.88723184  0.87075162
   0.18468414 -0.92978482  0.20884745]
 [-0.11145536  0.15357666  0.15139302  0.87045878 -0.91353073  0.97288115
  -0.47833894  0.63171642 -0.17201205]
 [-0.91192145  0.17685361  0.83276315 -0.05849787  0.27201125  0.61316395
  -0.3406756   0.28154711 -0.61122947]
 [-0.72566255  0.0286211   0.08281954 -0.84859768 -0.99291224  0.82819224
  -0.3938185   0.53502302 -0.29486373]]
